,class,predicted,top_10_tokens
626,4,9,"['换热', '强化', '传热技术', '制造业', '传热', '系列', '换热器', '炼油', '专用设备', '节能', '传热效率', '翅片管', '高通量管', '容器类', '纯碱', '大型化', '指能', '降到', '冷凝', '系列产品', '最低', '波纹管', '提高', '最优化', '设备', '6个', '粉体', '供热', '集约化', '能耗', '21', '煤化工']"
627,5,9,"['植物', '分子态', '提取', '有效成分', '提纯', '纯化', '天然', '精华', '活性', '提取物', '分离', '分子级', '富集', '技术', '特定', '多种', '从根本上', '煎煮式', '植物有效成分高效分离纯化技术集成系统', '专家们', '普适性', '参数设置', '若干个', '即溶茶', '滋补', '过程', '拼配', '物理化学', '粗放', '科学实验', '粉碎', '29项']"
628,3,6,"['电脑硬件', '音响系统', '电教', '安防产品', '高新科技', '高科技产品', '技术开发', '上门', '灯光', '资质证', '计算机网络工程', '五大', '国内贸易', '会议', '楼宇', '板块', '仪器', '设备', '国家级', '信息系统集成', '应用软件', '维修', '运维', '大数据', '智能化', '系统集成', '后方', '软件', '经营范围', '系统', '开发', '经营']"
629,4,3,"['保税物流', '进出口贸易', '维修型', '保税库', '寄售', '三星电子', '电子器件', '软件', '厂商', '超过20年', '海关监管', '北京海关', '合作项目', '联邦快递', '金鹰国际', '外贸企业', '多个', '认可度', '服务项目', '材料', '海关', '经验', '备件', '更是', '中关村', '市场', '业务范围', '连续', '评为', '多家', '北京', '认可']"
630,7,3,"['瓜尔胶', '瓜尔豆', '瓜尔豆片', '瓜尔胶粉', '深加工', '2008', '证书', '管理体系', '改性瓜尔胶', '中科院微生物研究所', '瓜尔科贸', '22000', '1100', '创始人', '认证', '原产地', '精制', '推广', '食品安全管理体系认证', '质量控制体系', '质量检测', '全国工业产品生产许可证', '2006', '2005', '印染', '食品级', '高附加值', '油田', '日化', '全系列', '初加工', '食品添加剂']"
631,3,8,"['法律', '模式', '信息', '终端用户', '律师', '事务所', '移动通信', '现场', '服务平台', '合作发展', '法制', '能以', '2000多家', '传统', '机构', '不同于', '碎片化', '下图', '可信赖', '参考', '互联网', '分散', '语音', '金融服务', '海量', '小微企业', '相比', '综合利用', '出版', '交互', '分发', '平台']"
632,4,9,"['水利水电', '闸门', '启闭机', '机械', '压力管道', '水工金属结构', '清污机', '门机', '颁发', '专用', '为辅', '提升', '大型', '专用设备', '进一步', '下游', '门式起重机', '升船机', '污装置', '清污机械', '破冰', '无塔供水设备', '打井', '探水', '清淤', '东方锅炉', '供方', '国家质监总局', '拦污栅', '四川省建设厅', '锅炉配件', '给水设备']"
633,3,8,"['亿玛在线', '电商', '在线', '商家', '大数据营销', '效果', '易购网', '亿起发', '易博', '等泛', '事业群', '关键环节', '百万', '面向未来', '创新者', '拳头产品', '亿万', '跨屏', '营销', '能量', '导购', '三位一体', '前景', '中国', '居于', '网络营销', '网络媒体', '互联网金融', '门户', '优质服务', '数据管理', '领导者']"
634,9,3,"['汽车', '油箱', '越来越', '法规件', '见底', '燃油箱', '零部件', '汽车产业', '强制', '汽车塑料', '轻量化', '伴随', '燃油', '排放', '安全性', '减少', '条件', '一种', '符合', '塑料', '成本', '金属', '方式', '提高', '环保', '销售', '发展', '系统', '设计', '企业', '技术', '研发']"
635,4,10,"['煤矿', '洗选', '具备', '设备', '特种', '支护类', '诊断式', '支护', '数十年', '系统', '煤矿安全', '科技成果', '领先水平', '独特', '生产商', '技术水平', '制造', '核心竞争力', '知名度', '解决方案', '领先地位', '设计', '世界', '解决', '国家级', '个性化', '较高', '核心技术', '技术转让', '知识产权', '处于', '多项']"
636,4,9,"['节能环保', '黑龙江省', '门窗', '玻璃', '市场需求', '计划', '深加工', '延伸', '鑫鑫龙鑫品牌专卖店网络', '酒泉', '延吉', '一路一带', '黑河', '战略', '喜好', '邻近', '成熟技术', '洽谈', '等国', '先进设备', '气候', '玻璃深加工制品', '近期', '长春', '推广', '适应性', '建筑用', '哈尔滨', '甘肃', '纵向', '基础', '总体']"
637,3,8,"['艾迪普', '视觉艺术', '图形图像', '图形', '平台', '传媒', '三维', '可视化', '几百家', '渲染', '内容', '虚拟现实', '电视台', '增值', '交互', '艺术', '实时', '展览', '电视', '资产', '人才', '数字', '展示', '创意', '核心', '知识产权', '视觉传达', '十家传媒学院', '设计在线', '核心成员', '超高', '虚拟演播室']"
638,5,3,"['提取物', '植物', '植物资源', '研究', '种苗', '销售', '中国西南地区', '天然产物研究所', '油茶工程技术研究中心', '茶苗', '或应', '山茶', '有机化学', '茶树', '绿茶', '生物工程技术', '茶油', '有效成分', '自然', '研发', '方可', '日用百货', '中药材', '国家', '厂家', '分离', '仪器仪表', '培育', '审批', '专项', '经营', '现已']"
639,4,3,"['木屋', '休闲', '旅游', '批准', '需求', '乡村', '私家', '考查', '督导', '赤松', '体育馆', '北欧', '项目', '投资', '抗震', '劳务分包', '服务链', '芬兰', '设计', '造价', '旅游景区', '木制品', '构件', '咨询', '会所', '低碳', '交电', '专业性', '监督', '别墅', '公共建筑', '一套']"
640,6,9,"['焊丝', '铝合金', '铝锂合金', '铝及铝合金', '西北地区', '两项', '填补', '空白', '航空航天', '发明专利', '1999年4月16日', '兰州市安宁区', '万新路348号', '4600平方米', '40名', '六项', '贮箱', '中国航天集团天一正认证中心国军标', '学历', '焊材', '运动器材', '2000万元', '合金材料', '大专', '地址', '甘肃省', '职工', '燃料', '科技型中小企业技术创新基金', '电动汽车', '三年', '市场前景']"
641,9,3,"['工正', '冷却系统', '商用车', '节能', '电机', '发动机冷却系统', '中得零部件向母公司', '中国机械工业科学技术奖', '国家发展和改革委员会', '国家重点节能技术推广目录', '2012年5月', '12月', '引领者', '零星', '实质', '高新技术产品认定证书', '恒温', '三等奖', '同年', '开创', '入选', '两家', '时代', '10月', '减排', '分支机构', '2008年', '下属', '对外', '发动机', '国内', '系统']"
642,6,6,"['人工合成', '石墨', '石墨散热片', '散热', '材料', '导热材料', '工艺制作', '胶粘制品', '模切', '纳米材料', '隔热材料', '贴合', '产销', '五金制品', '烧结', '电子元件', '压延', '工序', '高分子', '模具', '进一步', '技术进出口', '用于', '电子产品', '配件', '系列产品', '货物', '电子', '进出口', '基础', '销售', '经营范围']"
643,6,9,"['甲缩醛', '精甲缩醛', '二丙酮醇', '产能', '纯度', '20万吨', '溶剂', '8万吨级', '外贸出口', '国内', '珠三角', '称为', '码头', '地区', '精细化工', '业内', '新材料', '新型', '单耗', '最低水平', '醇类', '内资型', '高栏港经济区', '该区', '行业细分', '1根', '文中', '降到', '546', '598', '793', '比率']"
644,7,3,"['山茶', '油茶', '销售收入', '毛油', '精炼油', '加工', '出售', '副产品', '苗木', '对外', '贸易', '种植', '红花', '油茶林', '油茶籽油', '茶片', '外购茶籽', '调和油', '系列产品', '植物油', '山茶油', '茶油', '明细', '精深', '万元', '成品油', '茶叶', '批准', '自产', '期内', '报告', '养护']"
645,4,3,"['呼吸保护', '一站', '系列', '呼吸器类', '正压式消防空气呼吸器', '电动送风式长管呼吸器', '正压式', '氧气呼吸器', '背负式', '空呼', '自吸', '过滤式防毒面具类', '防毒面具', '两室', '四室', '背板总成', '气瓶', '为集', '关爱', '供气', '240', '泡沫', '灭火', '其他配件', '解决方案', '生命', '多功能', '消防', '关注', '8月', '定位', '装置']"
646,3,0,"['商家', '中山生活网', '中山市', '婚庆', '亲子', '美食', '广告媒体', '门户网站', '各类', '微博', '房产', '地方', '收益', '微信', '广告投放', '营销策划', '获取', '商品', '合作', '网络', '汽车', '建设', '信息', '平台', '专注', '技术', '销售', 'PC端', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
647,4,9,"['运动', '电动', '飞行模拟器', '自由度', '平台', '模拟器', '六自由度', '市场', '动感', '仿真技术', '负载', '子系统', '军方', '系统', '仿真', '配合', '计划', '专家', '技术', '单兵', '简化型', '装甲', '仿真模拟器', '海陆空三军', '飞行员', '和军标', '电动伺服缸', '操纵', '领军者', '集结', '带头人', '视景']"
648,4,5,"['过滤', '工业', '空气净化', '保持稳定', '流体', '分离', '系统', '始终', '提供商', '配套', '专注', '变化', '发展', '解决方案', '发生', '设计', '设备', '成立', '业务', '研发', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
649,8,10,"['组织', '修复', '工程', '生物', '医疗器械', '材料', '高值', '修复类', '高利润', '耗材类', '提纯', '干细胞', '领域', '纳米', '改性', '高技术', '高附加值', '支架', '技术', '治疗', '天然', '医用', '研发', '构建', '产品销售', '核心技术', '运营商', '收入', '专注', '企业', '销售', 'UNKNOWN']"
650,4,10,"['人性化', '别墅', '设计', '香山', '理念', '施工', '工程管理', '业主', '家居', '规范化', '客户服务', '信赖', '装修', '家庭', '住宅', '独特', '赢得', '实力', '一流', '创意', '装饰', '认可', '售后服务', '现代化', '众多', '高端', '专业化', '工艺', '经营', '业务', '企业', 'UNKNOWN']"
651,7,9,"['菊花', '菊花茶', '用茶', '嘉祥', '山东省', '指定', '有机', '嘉祥县', '一千五百余亩', '白菊花', '山东省茶文化协会', '朵云清', '嘉菊', '曲阜', '孔子', '第二十三届', '食品质量', '被选为', '文化节', '运动会', '有机种植', '绿色食品认证', '饮品', '原生态', '安全认证', '中国', '转换', '标志', '地理', '育种', '核心', '产品认证']"
652,4,4,"['亚太会计师事务所', '第782号', '京永审字', '465', '集成吊顶', '820', '209', '10月', '合伙', '13', '审计报告', '显示', '出具', '2015', '2013年度', '2014年度', '收入', '比重', '2015年', '主营业务收入', '业务', '研发', '销售', '836.57元', '144.07元', '713.77元', '占', '99.68%', '100.00%', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
653,4,2,"['防雷', '配线', '配电箱', '工程设计', '施工', '技术', '研发', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
654,5,3,"['兽药', '上兽', '添加剂预混合饲料', '养殖户', '1946年', '宠物保健品', '百多个', '68年', '西亚', '始终', '预混剂', '品牌战略', '奉行', '经营', '针剂', '粉剂', '世界各地', '优质', '新西兰', '非洲', '青睐', '六大', '遍布全国', '深受', '带动', '上海市', '澳大利亚', '产品结构', '类别', '片剂', '欧洲', '调整']"
655,3,4,"['313', '684', '436', '17', '主营业务收入', '15', '6月', '数字化', '经审计', '均为', '咨询服务', '科技', '集成', '比重', '2013年', '2014年', '营业收入', '2015年', '系统', '企业', '研发', '销售', '份', '827.39元', '945.84元', '464.62元', '占', '100%', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
656,4,3,"['园林机械', '外延产品', '2016年7月31日', '161项', '42项', '舷外机', '认可度', '申请专利', '内燃机', '船用', '关键技术', '小型', '7项', '动力', '商标', '各项', '发动机', '所需', '申请', '细分行业', '专利', '资质', '国内外', '认证', '核心', '市场', '经营', '设计', '研发', '销售', 'UNKNOWN', 'UNKNOWN']"
657,7,9,"['稻谷', '食用植物油', '系列产品', '粮油', '大米', '湖南省', '农副产品', '仓储', '粮食市场', '油菜籽', '发芽糙米', '有机健康', '糙米', '面条', '胚芽', '油糠', '健康', '大力开展', '礼盒', '菜粕', '茶粕', '贸易类', '油茶', '原产地', '市场潜力', '收储', '适时', '精制', '精深', '示范基地', '放心', '加工业']"
658,4,5,"['配套工程', '一席之地', '交通管理', '占据', '机电', '系统', '可靠', '质量', '稳定', '施工', '优质', '智能', '安装', '积累', '市场', '发展', '领域', '技术', '研发', '销售', '中', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
659,3,9,"['不存在', '持续经营', '情形', '挂牌', '信息技术', '能力', '信息系统', '信息技术服务业', '业务', '应用软件', '及企', '论述', '内均', '会计', '亏损', '净资产', '负数', '问答', '解答', '若干', '挂牌公司', '每一个', '开发', '综上', '计算机信息', '需求分析', '事项', '一部分', '专有', '期间', '营运', '导致']"
660,6,9,"['中空板', '防静电', '周转箱', '卡板', '923', '各类型', '65', '67', '用品', '中空板箱', '刀卡', '零件盒', '托盘', '2015年5月19日', '第12080号', '塑胶产品', '528', '收入', '片材', '上百种', '803', '728', '中兴财光华会计师事务所', '财光华审会', '449', '中兴', '营业收入', '注塑', '同期', '工业用', '23', '合伙']"
661,4,7,"['印刷', '卷烟', '制定', '分类', '标准', '制造', '烟标', '股权转让', '专用设备', '包装装潢', '42', '国民经济行业分类与代码', '中小企业', '国家统计局', '云南华玉彩印包装有限公司', '压延锌板', '中国证监会', '模切机', '捆扎机', '印务', '印后加工', '印刷业', '挂牌公司管理型行业分类指引', '修订', '彩印包装', '复制业', '制造业', '子公司', '生产实践', '全国', '上市公司行业分类指引', '2011']"
662,6,9,"['编织', '包装', '塑料袋', '化工企业', '天津市', '复合', '印刷', '管理体系', '纸塑复合编织袋', '吨装袋', '集装袋', '圆织', '50项', '天津市宝坻区', '口东', '天津市包装技术协会', '中国塑料', '加工工业协会', '编织袋', '新疆中泰化学股份有限公司', '新疆中泰化学阜康能源有限公司', '新疆华泰重化工有限公司', '内蒙古君正能源化工集团股份有限公司', '大唐能源化工营销有限公司', '山东滨化集团股份有限公司', '唐山三友化工股份有限公司', '天津渤化永利化工股份有限公司', '制品', '塑料编织袋', '塑料颗粒', '凹版', '制造']"
663,7,2,"['薯类', '副产品', '淀粉', '有机肥', '粉丝', '销售业务', '制品', '加工', '高新技术企业', '专注', '研发', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
664,3,9,"['时尚', '设计师', '时尚资讯', '潮流', '趋势', '资讯', '蝶讯服装网', '巨量', '和包', '信息', '服装行业', '分析', '十年', '整合', '服装', '互联网', '蝶讯网', '闭塞', '时尚传媒', '时装秀', '复制到', '蝶讯鞋业网', '蝶讯箱包网', '遥遥领先', '图片素材', '特长', '增值性', '商与', '服装品牌', '第一时间', '国内外', '采编']"
665,6,9,"['防热', '压制品', '耐高温', '酚醛', '酚醛树脂', '兵器', '塑料', '套管', '玻璃纤维', '航天', '复合材料', '系列', '航空', '为模', '隐身', '伪装材料', '长征', '运载火箭', '神舟', '飞船', '嫦娥', '月球', '空间站', '导弹', '电缆网', '中国航天科技集团公司', '中国航天科工集团公司', '中国航空工业集团公司', '中国兵器工业集团公司', '天宫一号', '新型号', '陶瓷纤维']"
666,3,6,"['技术', '机床', '产品开发', '伺服驱动技术', '数控装置', '驱动装置', '商品', '数控技术', '自动化', '伺服电机', '进出口', '机器人', '限定', '自营', '技术转让', '销售', '禁止', '信息技术', '电子产品', '技术咨询', '核准', '电子', '智能', '代理', '各类', '国家', '经营范围', '制造', '经营', '业务', '研发', 'UNKNOWN']"
667,3,0,"['四技', '批准', '专业领域', '管理软件', '通讯设备', '交易', '工商部门', '软件产品', '电子产品', '软硬件', '金融', '核准', '计算机', '系统集成', '后方', '须经', '依法', '部门', '活动', '销售', '经营范围', '项目', '经营', '设计', '行业', '研发', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
668,4,7,"['金属制品业', '制造业', '钢质门', '大类', '木质', '细分行业', '关联', '门窗', '发布', '全国中小企业股份转让系统', '行业', '金属', '门庭', '门业', '所属', '121011', '精工', '魅力', '弘扬', '中西', '1210', '资本品', '时尚', '充分发挥', '艺术', '精品', '国家统计局', '12', '国外', '高品质', '挂牌公司投资型行业分类指引', '定制化']"
669,5,9,"['霍山石斛', '种植', '组培', '铁皮', '石斛', '种苗', '加工', '现代化农业公司', '正品', '何家杰', '合肥市包河区工业园', '霍山县', '太平畈乡', '何家坊', '573亩', '霍山米斛', '栽种', '220亩', '90亩', '采收期', '规模', '用于', '挽救', '2000平方米', '培植出', '大棚', '80亩', '董事长', '承租', '50亩', '迎来', '原产地']"
670,4,10,"['2008', '工程设计', '施工', '绿化工程', '更是', '企业资质', '贰级', '园林景观', '乙级', '城市园林绿化', '业务', '植物', '园林绿化', '苗木', '养护', '大中型', '培育', '利润', '来源', '工程施工', '区域', '租赁', '管理体系', '资质', '技术', '质量', '优势', '经验', '营业收入', '发展', '项目', '设计']"
671,5,3,"['务实', '队伍', '一支', '征帆路2号', '2500万', '开放型', '信奉', '奋进', '民大', '主人翁', '国家级高新技术开发区', '办事', '千人计划', '领衔', '家园', '芜湖市', '思考', '百年', '自我', '企业管理制度', '共建', '能力', '推行', '企业文化', '制度', '意识', '主动', '安徽省', '注册资金', '人民币', '培养', '之初']"
672,4,3,"['安装工程', '装饰', '润居智造', '工程', '装潢', '公共建筑', '工程施工', '专筑', '活动房', '兼有', '建筑', '防水工程', '洁具', '劳保用品', '机电工程', '建筑设计', '成就', '消防器材', '土木工程', '完美', '通风', '纸制品', '消防工程', '批准', '机关', '商业地产', '舒适', '水电', '事业', '室内外', '钢结构工程', '铸造']"
673,10,3,"['户外广告', '制作', '广告牌', '专业承包叁级', '发布', '50', '浙江省广告协会', '中国人保财险', '科勒卫浴', '浙江红五星景观工程有限公司', '安装公司', '营业收入11', '中国广告协会', '标识牌', '资质', '工商银行', '912', '浙江省工商行政管理局', '同比', '090', '中国银行', '安装', '标识', '服务类', '广告行业', '稳健', '2015年', '道路照明工程', '户外媒体', '钢结构工程', '二级', '浙江省']"
674,3,8,"['健康', '北京市朝阳区', '健康管理公司', '陪同', '健康教育', '健康管理中心', '挂号', '老百姓', '问诊', '远程会诊', '2012年12月', '多方', '预约', '信息化', '体检中心', '就医', '医生', '智慧医疗', '自助', '档案', '健康管理', '主题', '保健', '一套', '可为', '指导', '存储', '评估', '注册', '监测', '视频', '服务平台']"
675,7,1,"['黄酒', '豆制品', '调味品', '发酵性', '酱油', '腐乳', '蔬菜制品', '酱腌菜', '酿造', '批准', '核定', '农副产品', '液体', '5月', '期内', '报告', '收购', '技术进出口', '比例', '2013年度', '货物', '2014年度', '进出口', '后方', '须经', '依法', '部门', '营业收入', '活动', '2015年', '主营业务收入', '经营范围']"
676,3,8,"['数据', '金融业', '价值', '产生者', '公报', '金融', '统计数据', '均可', '推动力', '报价', '研究报告', '变革', '潜在', '证券', '调查', '软件', '依赖', '典型', '发现', '基金', '高度', '业绩', '驱动', '应用服务', '报告', '挖掘', '交易', '推动', '来源', '第三方', '技术支持', '信息技术']"
677,4,10,"['建筑装饰装修', '公共', '承包', '建筑幕墙', '领域', '加油', '商业街', '加气站', '企业法人', '公益', '会所', '购物中心', '建设', '工程', '建筑装修装饰工程', '商业地产', '机电设备安装工程', '钢结构工程', '装饰装修', '高档', '壹级', '金融机构', '酒店', '基础设施', '创立', '学校', '开发商', '群体', '房地产', '装饰', '医院', '政府']"
678,4,2,"['食品加工', '均有', '机械', '国内外', '发生变化', '销售', '期内', '报告', '业务', '研发', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
679,10,8,"['领库', '微梦', '整合营销', '悦动', '微易', '互通', '广告代理', '微梦传媒', '平台', '互联网广告', '客户资源', '负责', '业务', '尚未', '天津', '母公司', '媒介', '开拓', '众多', '车之家', '华谊兄弟', '博纳影业', '乐视影业', '环球影业', '切换', '媒体', '方案', '搜狐视频', '腾讯视频', '精准营销广告', '科技', '国美']"
680,4,3,"['煤矿', '综采', '避险', '支架', '配件', '液压', '机电设备', '批准', '设施', '矿用千斤顶', '皮带扣', '避难硐室', '救生舱', '千斤顶', '立柱', '煤机', '密封件', '高强度', '修理', '非标', '货物运输', '矿山', '制造', '成套', '产品设计', '设备', '售后服务', '机械设备', '工作', '装备', '咨询服务', '自动化']"
681,6,9,"['修理', '1级', '制造', '安装', '容器', '压力容器', '管件', '石油化工', '检验', '设计', '改造', '工程施工', '无缝管', '有缝', '钢制法兰', '炉管', '塔内', '2级', '试车', '单层', '锻制', '支吊架', '化工设备', '中压', '紧固件', '压力管道', '第三类', '附件', '批准', '清洗', '非标', '防腐']"
682,3,10,"['办公自动化', '信息化', '集团', '能源', '厂级', '实时数据库', '电力企业', '彩信', '资源管理', '门户', '电力行业', '统计', '深化', '2005年', '资产', '信息系统', '引进', '电子商务', '自有', '众多', '运维', '成功', '一体化', '拓展', '实施', '具备', '集成', '企业', '推广', '大型', '咨询', '能力']"
683,4,3,"['工程', '河道', '景观', '2009年3月20日', '土木建筑', '叁仟万元', '张家口市人民公园', '察北牧场广场', '怀来', '张北', '下花园', '呼市公主府公园通道北街', '灯光音响', '锐意进取', '承揽', '喷泉', '园林景观工程', '园林景观', '至上', '注册资金', '顾客', '绿化', '园林绿化', '宗旨', '二级', '控制系统', '秉承', '科技', '资质', '高效', '优质', '领先']"
684,6,0,"['彩印', '注塑', '塑料', '酵母', '复合膜', '软包装', '外包装', '食品级', '容器', '调味品', '类产品', '成品', '饮料', '包装', '下游', '食品', '应用于', '发生变化', '期内', '报告', '行业', '研发', '销售', '袋', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
685,6,3,"['贵金属', '回收', '含金', '化学品', '业务', '钯盐', '亚硫酸金钠', '盐类', '氯化钯', '二氯二氨钯', '四氨', '金水', '真空蒸发', '金网塔', '边角料', '电路板', '镀膜', '废料', '电镀', '催化剂', '硫酸', '废旧', '废水', '树脂', '新工艺', '产品品质', '技术实力', '实践', '客户端', '探索', '新技术', '所需']"
686,3,8,"['项目', '活动', '职业教育', '学校', '批准', '成立新', '骨干校', '示范校', '近百', '师资', '娱乐活动', '烹饪', '科技开发', '职业院校', '资源库', '远程教育', '汽修', '打造', '计算机', '重点', '共同努力', '团队', '棋牌', '经营', '教材', '教学资源', '本市', '依法', '建设', '校园', '链条', '产业政策']"
687,3,6,"['监控', '审批', '法规', '经营', '法律', '维修', '防劫', '录像', '劳务派遣', '电子出版物', '未获', '设备', '计算机硬件', '防盗', '事项', '期限', '报警', '网络设备', '需经', '核定', '维修服务', '技术', '销售', '多媒体', '国务院', '经营范围', '防范', '售后', '电视', '计算机软件', '开发', '计算机系统']"
688,6,3,"['工业用', '复合重包装袋', '软包装袋', '液体袋', '阻隔性', '背板', '承重', '大小', '异形', '铝塑', '太阳能光伏', '塑料包装', '食品级', '保温材料', '产品规格', '各类', '产品结构', '复合材料', '努力', '定制化', '包装', '制品', '完善', '整合', '打造', '建筑', '能力', '需求', '研发', '销售', '膜', '250L']"
689,4,7,"['饲料', '专用设备', '进出口', '安装', '网上', '制造业', '发布', '研制', '技术进出口', '调试', '生产线', '机械', '货物', '业务', '国家质量监督检验检疫总局', '国家标准化管理委员会', '销售', '代理', '畜牧', '粮油', '股转公司', '列明', '方可', '自动化控制', '营业执照', '国家', '起草', '修订版', '国家统计局', '成长', '审批', '专项']"
690,3,10,"['数据中心', '解决方案', '信息系统集成', '公共事务管理', '政府', '管理', '面向', '开发', '壮大', '行业软件', '软件平台', '电子政务', '持续的', '三个', '技术创新', '细分', '企事业单位', '应用软件', '快速', '规模', '一体化', '高效', '计算机', '信息化', '发生变化', '2012年', '建设', '部门', '综合', '自主', '市场', '期内']"
691,4,3,"['高原', '空气分离设备', '非深冷', '制氧', '车辆', '铁路', '制氮机', '制氮设备', '青藏铁路', '公务车', '青藏', '旅游车', '青藏客车', '载人', '富氧膜制氧机', '制氧机', '气调', '储藏', '列车', '客车', '深厚', '市场营销', '国家专利', '系统', '运输', '售后服务', '专用', '核心技术', '成功', '高效', '配套', '供应商']"
692,3,10,"['智能建筑', '常州地区', '资质', '系统集成', '一级', '消防设施工程专业承包三级', '市场占有率', '高新技术产品', '最早', '安防', '三级', '系统', '建筑智能化', '地位', '解决方案', '实力', '设计', '竞争', '质量管理体系认证', '2008', '较强', '信息系统集成', '我国', '处于', '一体化', '实施', '集成', '计算机', '企业', '施工', '供应商', '优势']"
693,4,9,"['委托方', '电缆', '通信', '贴牌', '市内通信电缆', '美化', '天线', '知识产权', '约定', '行业标准', '销售收入', '用光', '光器件', '基站天线', '北京国瑞硅谷科技股份有限公司', '中科通信技术有限公司', '签订合同', '单价', '技术秘密', '纠纷', '数据', '金华', '未有', '质量', '出厂', '规格型号', '技术标准', '2016年1月', '参数', '产品规格', '自有品牌', '不存在']"
694,8,3,"['热塑', '低温', '广州经济技术开发区', '广州科技园', '7000多平米', '厚生省', '20万平米', '万余套', '2万多个', '固定袋', '2000年12月', '放疗', '权威认证', '生物医学', '碳纤维', '2003', '材料', '骨科', '同类产品', '肿瘤', '康复', '洁净', '人体', '固定', '产量', '真空', '年产', '厂房', '齐全', '生产能力', '日本', '质量管理体系认证']"
695,4,6,"['建筑', '房屋', '装饰', '维修', '磁卫', '商办', '不锈钢制品', '修缮', '木制品', '灯具', '金融业务', '工艺礼品', '安装', '商务信息', '石材', '室内装饰', '工程', '装潢', '消防工程', '批准', '水电', '机电设备', '住宅', '五金交电', '建筑材料', '建筑智能化', '设计', '电信', '电子商务', '自有', '租赁', '增值']"
696,9,2,"['模塑', '汽车塑料', '高科技产品', '塑料制品', '模具', '零部件', '期内', '报告', '变化', '开发', '发生', '销售', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
697,4,2,"['外护', '预制直埋热水保温管', '预制直埋蒸汽保温管', '保温管', '聚乙烯', '道', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN', 'UNKNOWN']"
698,9,3,"['滤清器', '过滤器', '工业用', '机油滤清器', '液压过滤器', '3000多个', '玉柴工程研究院', '美国明尼苏达大学过滤研究中心', '华南理工大学', '滤材', '研究中心', '空气滤清器', '玉柴', '工况', '五大类', '燃油', '产学研', '前沿', '过滤', '最新', '车用', '成员', '燃气', '共享', '协议', '型号', '签订', '借助', '成果', '一流', '世界', '研发']"
